,region,pm,horizon,accuracy,hit,pod,far,f1
98,R4_71,PM10,5,0.6306818181818182,0.06666666666666667,0.06666666666666667,0.8333333333333334,0.09523809523809523
99,R4_71,PM10,6,0.5823863636363636,0.0,0.0,1.0,0.0
100,R4_71,PM25,3,0.5170454545454546,0.22727272727272727,0.3181818181818182,0.8771929824561403,0.17721518987341778
101,R4_71,PM25,4,0.5227272727272727,0.45454545454545453,0.45454545454545453,0.8275862068965517,0.25000000000000006
102,R4_71,PM25,5,0.5085227272727273,0.5,0.5454545454545454,0.7818181818181819,0.3116883116883116
103,R4_71,PM25,6,0.48295454545454547,0.36363636363636365,0.4090909090909091,0.8,0.2686567164179104
104,R4_72,PM10,3,0.6221590909090909,0.0,0.0,1.0,0.0
105,R4_72,PM10,4,0.6051136363636364,0.07142857142857142,0.07142857142857142,0.9333333333333333,0.0689655172413793
106,R4_72,PM10,5,0.6193181818181818,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714288
107,R4_72,PM10,6,0.6306818181818182,0.07142857142857142,0.07142857142857142,0.9,0.08333333333333333
108,R4_72,PM25,3,0.5142045454545454,0.2571428571428571,0.34285714285714286,0.8064516129032258,0.2474226804123712
109,R4_72,PM25,4,0.5113636363636364,0.3142857142857143,0.4,0.7777777777777778,0.2857142857142857
110,R4_72,PM25,5,0.5170454545454546,0.2,0.34285714285714286,0.7818181818181819,0.2666666666666666
111,R4_72,PM25,6,0.5369318181818182,0.2857142857142857,0.3142857142857143,0.8135593220338984,0.23404255319148934
112,R4_73,PM10,3,0.6846590909090909,0.0,0.0,1.0,0.0
113,R4_73,PM10,4,0.6761363636363636,0.0,0.0,1.0,0.0
114,R4_73,PM10,5,0.6704545454545454,0.0,0.0,1.0,0.0
115,R4_73,PM10,6,0.6590909090909091,0.0,0.0,1.0,0.0
116,R4_73,PM25,3,0.5909090909090909,0.2727272727272727,0.2727272727272727,0.9411764705882353,0.09677419354838711
117,R4_73,PM25,4,0.5482954545454546,0.36363636363636365,0.45454545454545453,0.9019607843137255,0.16129032258064516
118,R4_73,PM25,5,0.5568181818181818,0.18181818181818182,0.2727272727272727,0.9347826086956522,0.1052631578947368
119,R4_73,PM25,6,0.5880681818181818,0.2727272727272727,0.2727272727272727,0.925,0.11764705882352935
120,R4_74,PM10,3,0.6960227272727273,0.0,0.0,1.0,0.0
121,R4_74,PM10,4,0.6875,0.0,0.0,1.0,0.0
122,R4_74,PM10,5,0.6761363636363636,0.0,0.0,1.0,0.0
123,R4_74,PM10,6,0.6534090909090909,0.0,0.0,1.0,0.0
124,R4_74,PM25,3,0.5056818181818182,0.09090909090909091,0.18181818181818182,0.9636363636363636,0.06060606060606062
125,R4_74,PM25,4,0.5426136363636364,0.2727272727272727,0.2727272727272727,0.9464285714285714,0.0895522388059702
126,R4_74,PM25,5,0.5170454545454546,0.2727272727272727,0.36363636363636365,0.9259259259259259,0.12307692307692307
127,R4_74,PM25,6,0.5539772727272727,0.18181818181818182,0.2727272727272727,0.9302325581395349,0.11111111111111113
128,R4_75,PM10,3,0.6647727272727273,0.07692307692307693,0.07692307692307693,0.875,0.09523809523809525
129,R4_75,PM10,4,0.6477272727272727,0.0,0.0,1.0,0.0
130,R4_75,PM10,5,0.6136363636363636,0.07692307692307693,0.07692307692307693,0.9090909090909091,0.08333333333333334
131,R4_75,PM10,6,0.5795454545454546,0.0,0.0,1.0,0.0
132,R4_75,PM25,3,0.5369318181818182,0.3,0.35,0.8888888888888888,0.16867469879518077
133,R4_75,PM25,4,0.5085227272727273,0.45,0.5,0.8717948717948718,0.2040816326530612
134,R4_75,PM25,5,0.4943181818181818,0.45,0.5,0.8507462686567164,0.22988505747126436
135,R4_75,PM25,6,0.5028409090909091,0.4,0.45,0.82,0.2571428571428572
136,R4_76,PM10,3,0.6647727272727273,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666
137,R4_76,PM10,4,0.6335227272727273,0.0,0.0,1.0,0.0
138,R4_76,PM10,5,0.6335227272727273,0.08333333333333333,0.08333333333333333,0.9,0.09090909090909091
139,R4_76,PM10,6,0.6278409090909091,0.0,0.0,1.0,0.0
140,R4_76,PM25,3,0.5340909090909091,0.2857142857142857,0.35714285714285715,0.9122807017543859,0.14084507042253527
141,R4_76,PM25,4,0.5113636363636364,0.21428571428571427,0.42857142857142855,0.9032258064516129,0.1578947368421053
142,R4_76,PM25,5,0.5340909090909091,0.5,0.5714285714285714,0.8596491228070176,0.22535211267605634
143,R4_76,PM25,6,0.5284090909090909,0.21428571428571427,0.35714285714285715,0.8958333333333334,0.1612903225806451
144,R4_77,PM10,3,0.6903409090909091,0.0,0.0,1.0,0.0
145,R4_77,PM10,4,0.6846590909090909,0.0,0.0,1.0,0.0
146,R4_77,PM10,5,0.6903409090909091,0.0,0.0,1.0,0.0
147,R4_77,PM10,6,0.6846590909090909,0.0,0.0,1.0,0.0
148,R4_77,PM25,3,0.6875,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.20000000000000004
149,R4_77,PM25,4,0.6704545454545454,0.0,0.1111111111111111,0.9444444444444444,0.0740740740740741
150,R4_77,PM25,5,0.6931818181818182,0.1111111111111111,0.2222222222222222,0.9,0.1379310344827586
151,R4_77,PM25,6,0.6761363636363636,0.1111111111111111,0.2222222222222222,0.8888888888888888,0.1481481481481482
