,region,pm,horizon,accuracy,hit,pod,far,f1
106,R4_72,PM10,5,0.6761363636363636,0.0,0.0,1.0,0.0
107,R4_72,PM10,6,0.6477272727272727,0.0,0.0,1.0,0.0
108,R4_72,PM25,3,0.5142045454545454,0.4,0.5,0.8113207547169812,0.27397260273972596
109,R4_72,PM25,4,0.5454545454545454,0.35,0.45,0.8235294117647058,0.25352112676056343
110,R4_72,PM25,5,0.5170454545454546,0.25,0.35,0.8727272727272727,0.1866666666666667
111,R4_72,PM25,6,0.4772727272727273,0.35,0.35,0.8653846153846154,0.19444444444444442
112,R4_73,PM10,3,0.7414772727272727,0.0,0.0,1.0,0.0
113,R4_73,PM10,4,0.7301136363636364,0.0,0.0,1.0,0.0
114,R4_73,PM10,5,0.6903409090909091,0.0,0.0,1.0,0.0
115,R4_73,PM10,6,0.7045454545454546,0.0,0.0,1.0,0.0
116,R4_73,PM25,3,0.6164772727272727,0.25,0.375,0.9302325581395349,0.11764705882352942
117,R4_73,PM25,4,0.5823863636363636,0.125,0.25,0.95,0.0833333333333334
118,R4_73,PM25,5,0.5965909090909091,0.375,0.5,0.9,0.16666666666666663
119,R4_73,PM25,6,0.5625,0.0,0.0,1.0,0.0
120,R4_74,PM10,3,0.7471590909090909,0.0,0.0,1.0,0.0
121,R4_74,PM10,4,0.7073863636363636,0.0,0.0,1.0,0.0
122,R4_74,PM10,5,0.7073863636363636,0.0,0.0,1.0,0.0
123,R4_74,PM10,6,0.7244318181818182,0.0,0.0,1.0,0.0
124,R4_74,PM25,3,0.5596590909090909,0.2222222222222222,0.3333333333333333,0.9361702127659575,0.10714285714285711
125,R4_74,PM25,4,0.5397727272727273,0.2222222222222222,0.3333333333333333,0.9285714285714286,0.11764705882352937
126,R4_74,PM25,5,0.5369318181818182,0.2222222222222222,0.3333333333333333,0.9285714285714286,0.11764705882352937
127,R4_74,PM25,6,0.4971590909090909,0.1111111111111111,0.1111111111111111,0.975609756097561,0.04000000000000003
128,R4_75,PM10,3,0.6846590909090909,0.0,0.0,1.0,0.0
129,R4_75,PM10,4,0.6818181818181818,0.0,0.0,1.0,0.0
130,R4_75,PM10,5,0.6221590909090909,0.0,0.0,1.0,0.0
131,R4_75,PM10,6,0.6704545454545454,0.0,0.0,1.0,0.0
132,R4_75,PM25,3,0.5681818181818182,0.5714285714285714,0.5714285714285714,0.8688524590163934,0.21333333333333337
133,R4_75,PM25,4,0.53125,0.42857142857142855,0.5,0.8679245283018868,0.20895522388059698
134,R4_75,PM25,5,0.4943181818181818,0.2857142857142857,0.35714285714285715,0.9122807017543859,0.14084507042253527
135,R4_75,PM25,6,0.5369318181818182,0.2857142857142857,0.2857142857142857,0.9148936170212766,0.13114754098360656
136,R4_76,PM10,3,0.7301136363636364,0.0,0.0,1.0,0.0
137,R4_76,PM10,4,0.6846590909090909,0.0,0.0,1.0,0.0
138,R4_76,PM10,5,0.6619318181818182,0.0,0.0,1.0,0.0
139,R4_76,PM10,6,0.6846590909090909,0.0,0.0,1.0,0.0
140,R4_76,PM25,3,0.5909090909090909,0.4117647058823529,0.47058823529411764,0.8431372549019608,0.23529411764705882
141,R4_76,PM25,4,0.5397727272727273,0.4117647058823529,0.47058823529411764,0.8461538461538461,0.23188405797101452
142,R4_76,PM25,5,0.5284090909090909,0.23529411764705882,0.29411764705882354,0.9038461538461539,0.14492753623188406
143,R4_76,PM25,6,0.5340909090909091,0.29411764705882354,0.35294117647058826,0.8536585365853658,0.20689655172413796
144,R4_77,PM10,3,0.7130681818181818,0.0,0.0,1.0,0.0
145,R4_77,PM10,4,0.7017045454545454,0.0,0.0,1.0,0.0
146,R4_77,PM10,5,0.6647727272727273,0.0,0.0,1.0,0.0
147,R4_77,PM10,6,0.7073863636363636,0.0,0.0,1.0,0.0
148,R4_77,PM25,3,0.7130681818181818,0.125,0.25,0.875,0.16666666666666666
149,R4_77,PM25,4,0.6704545454545454,0.25,0.25,0.8333333333333334,0.19999999999999998
150,R4_77,PM25,5,0.6335227272727273,0.125,0.125,0.9285714285714286,0.09090909090909088
151,R4_77,PM25,6,0.65625,0.25,0.25,0.8666666666666667,0.17391304347826084
